t	w	a
0.093100	0.399554	0.242020
0.093200	0.399437	0.242060
0.093300	0.399319	0.242099
0.093400	0.399201	0.242139
0.093500	0.399084	0.242179
0.093600	0.398966	0.242219
0.093700	0.398849	0.242259
0.093800	0.398731	0.242299
0.093900	0.398613	0.242339
0.094000	0.398495	0.242379
0.094100	0.398378	0.242419
0.094200	0.398260	0.242458
0.094300	0.398142	0.242498
0.094400	0.398024	0.242538
0.094500	0.397907	0.242578
0.094600	0.397789	0.242618
0.094700	0.397671	0.242657
0.094800	0.397553	0.242697
0.094900	0.397435	0.242737
0.095000	0.397317	0.242777
0.095100	0.397199	0.242816
0.095200	0.397081	0.242856
0.095300	0.396963	0.242896
0.095400	0.396845	0.242935
0.095500	0.396727	0.242975
0.095600	0.396609	0.243015
0.095700	0.396491	0.243054
0.095800	0.396373	0.243094
0.095900	0.396255	0.243134
0.096000	0.396137	0.243173
0.096100	0.396019	0.243213
0.096200	0.395901	0.243253
0.096300	0.395783	0.243292
0.096400	0.395665	0.243332
0.096500	0.395546	0.243371
0.096600	0.395428	0.243411
0.096700	0.395310	0.243450
0.096800	0.395192	0.243490
0.096900	0.395073	0.243529
0.097000	0.394955	0.243569
0.097100	0.394837	0.243608
0.097200	0.394719	0.243648
0.097300	0.394600	0.243687
0.097400	0.394482	0.243727
0.097500	0.394363	0.243766
0.097600	0.394245	0.243806
0.097700	0.394127	0.243845
0.097800	0.394008	0.243884
0.097900	0.393890	0.243924
0.098000	0.393771	0.243963
0.098100	0.393653	0.244003
0.098200	0.393534	0.244042
0.098300	0.393416	0.244081
0.098400	0.393297	0.244121
0.098500	0.393179	0.244160
0.098600	0.393060	0.244199
0.098700	0.392941	0.244239
0.098800	0.392823	0.244278
0.098900	0.392704	0.244317
0.099000	0.392586	0.244356
0.099100	0.392467	0.244396
0.099200	0.392348	0.244435
0.099300	0.392229	0.244474
0.099400	0.392111	0.244513
0.099500	0.391992	0.244553
0.099600	0.391873	0.244592
0.099700	0.391754	0.244631
0.099800	0.391636	0.244670
0.099900	0.391517	0.244709
0.100000	0.391398	0.244748
0.100100	0.391279	0.244788
0.100200	0.391160	0.244827
0.100300	0.391041	0.244866
0.100400	0.390922	0.244905
0.100500	0.390803	0.244944
0.100600	0.390685	0.244983
0.100700	0.390566	0.245022
0.100800	0.390447	0.245061
0.100900	0.390328	0.245100
0.101000	0.390208	0.245139
0.101100	0.390089	0.245178
0.101200	0.389970	0.245217
0.101300	0.389851	0.245256
0.101400	0.389732	0.245295
0.101500	0.389613	0.245334
0.101600	0.389494	0.245373
0.101700	0.389375	0.245412
0.101800	0.389256	0.245451
0.101900	0.389136	0.245490
0.102000	0.389017	0.245529
0.102100	0.388898	0.245568
0.102200	0.388779	0.245607
0.102300	0.388659	0.245645
0.102400	0.388540	0.245684
0.102500	0.388421	0.245723
0.102600	0.388301	0.245762
0.102700	0.388182	0.245801
0.102800	0.388063	0.245840
0.102900	0.387943	0.245878
0.103000	0.387824	0.245917
0.103100	0.387705	0.245956
0.103200	0.387585	0.245995
0.103300	0.387466	0.246034
0.103400	0.387346	0.246072
0.103500	0.387227	0.246111
0.103600	0.387107	0.246150
0.103700	0.386988	0.246188
0.103800	0.386868	0.246227
0.103900	0.386749	0.246266
0.104000	0.386629	0.246304
0.104100	0.386509	0.246343
0.104200	0.386390	0.246382
0.104300	0.386270	0.246420
0.104400	0.386150	0.246459
0.104500	0.386031	0.246498
0.104600	0.385911	0.246536
0.104700	0.385791	0.246575
0.104800	0.385672	0.246613
0.104900	0.385552	0.246652
0.105000	0.385432	0.246691
0.105100	0.385312	0.246729
0.105200	0.385193	0.246768
0.105300	0.385073	0.246806
0.105400	0.384953	0.246845
0.105500	0.384833	0.246883
0.105600	0.384713	0.246922
0.105700	0.384593	0.246960
0.105800	0.384473	0.246998
0.105900	0.384353	0.247037
0.106000	0.384233	0.247075
0.106100	0.384113	0.247114
0.106200	0.383993	0.247152
0.106300	0.383873	0.247191
0.106400	0.383753	0.247229
0.106500	0.383633	0.247267
0.106600	0.383513	0.247306
0.106700	0.383393	0.247344
0.106800	0.383273	0.247382
0.106900	0.383153	0.247421
0.107000	0.383033	0.247459
0.107100	0.382913	0.247497
0.107200	0.382793	0.247536
0.107300	0.382672	0.247574
0.107400	0.382552	0.247612
0.107500	0.382432	0.247650
0.107600	0.382312	0.247689
0.107700	0.382191	0.247727
0.107800	0.382071	0.247765
0.107900	0.381951	0.247803
0.108000	0.381831	0.247841
0.108100	0.381710	0.247880
0.108200	0.381590	0.247918
0.108300	0.381469	0.247956
0.108400	0.381349	0.247994
0.108500	0.381229	0.248032
0.108600	0.381108	0.248070
0.108700	0.380988	0.248108
0.108800	0.380867	0.248146
0.108900	0.380747	0.248185
0.109000	0.380626	0.248223
0.109100	0.380506	0.248261
0.109200	0.380385	0.248299
0.109300	0.380265	0.248337
0.109400	0.380144	0.248375
0.109500	0.380024	0.248413
0.109600	0.379903	0.248451
0.109700	0.379782	0.248489
0.109800	0.379662	0.248527
0.109900	0.379541	0.248565
0.110000	0.379420	0.248603
0.110100	0.379300	0.248641
0.110200	0.379179	0.248679
0.110300	0.379058	0.248716
0.110400	0.378938	0.248754
0.110500	0.378817	0.248792
0.110600	0.378696	0.248830
0.110700	0.378575	0.248868
0.110800	0.378454	0.248906
0.110900	0.378333	0.248944
0.111000	0.378213	0.248981
0.111100	0.378092	0.249019
0.111200	0.377971	0.249057
0.111300	0.377850	0.249095
0.111400	0.377729	0.249133
0.111500	0.377608	0.249170
0.111600	0.377487	0.249208
0.111700	0.377366	0.249246
0.111800	0.377245	0.249284
0.111900	0.377124	0.249321
0.112000	0.377003	0.249359
0.112100	0.376882	0.249397
0.112200	0.376761	0.249434
0.112300	0.376640	0.249472
0.112400	0.376519	0.249510
0.112500	0.376398	0.249547
0.112600	0.376276	0.249585
0.112700	0.376155	0.249623
0.112800	0.376034	0.249660
0.112900	0.375913	0.249698
0.113000	0.375792	0.249735
0.113100	0.375670	0.249773
0.113200	0.375549	0.249811
0.113300	0.375428	0.249848
0.113400	0.375307	0.249886
0.113500	0.375185	0.249923
0.113600	0.375064	0.249961
0.113700	0.374943	0.249998
0.113800	0.374821	0.250036
0.113900	0.374700	0.250073
0.114000	0.374579	0.250111
0.114100	0.374457	0.250148
0.114200	0.374336	0.250186
0.114300	0.374214	0.250223
0.114400	0.374093	0.250260
0.114500	0.373971	0.250298
0.114600	0.373850	0.250335
0.114700	0.373728	0.250373
0.114800	0.373607	0.250410
0.114900	0.373485	0.250447
0.115000	0.373364	0.250485
0.115100	0.373242	0.250522
0.115200	0.373120	0.250559
0.115300	0.372999	0.250597
0.115400	0.372877	0.250634
0.115500	0.372755	0.250671
0.115600	0.372634	0.250708
0.115700	0.372512	0.250746
0.115800	0.372390	0.250783
0.115900	0.372269	0.250820
0.116000	0.372147	0.250857
0.116100	0.372025	0.250895
0.116200	0.371903	0.250932
0.116300	0.371782	0.250969
0.116400	0.371660	0.251006
0.116500	0.371538	0.251043
0.116600	0.371416	0.251080
0.116700	0.371294	0.251118
0.116800	0.371172	0.251155
0.116900	0.371050	0.251192
0.117000	0.370928	0.251229
0.117100	0.370806	0.251266
0.117200	0.370685	0.251303
0.117300	0.370563	0.251340
0.117400	0.370441	0.251377
0.117500	0.370319	0.251414
0.117600	0.370196	0.251451
0.117700	0.370074	0.251488
0.117800	0.369952	0.251525
0.117900	0.369830	0.251562
0.118000	0.369708	0.251599
0.118100	0.369586	0.251636
0.118200	0.369464	0.251673
0.118300	0.369342	0.251710
0.118400	0.369220	0.251747
0.118500	0.369097	0.251784
0.118600	0.368975	0.251821
0.118700	0.368853	0.251858
0.118800	0.368731	0.251895
0.118900	0.368608	0.251931
0.119000	0.368486	0.251968
0.119100	0.368364	0.252005
0.119200	0.368242	0.252042
0.119300	0.368119	0.252079
0.119400	0.367997	0.252116
0.119500	0.367875	0.252152
0.119600	0.367752	0.252189
0.119700	0.367630	0.252226
0.119800	0.367507	0.252263
0.119900	0.367385	0.252299
0.120000	0.367262	0.252336
0.120100	0.367140	0.252373
0.120200	0.367017	0.252410
0.120300	0.366895	0.252446
0.120400	0.366772	0.252483
0.120500	0.366650	0.252520
0.120600	0.366527	0.252556
0.120700	0.366405	0.252593
0.120800	0.366282	0.252630
0.120900	0.366160	0.252666
0.121000	0.366037	0.252703
0.121100	0.365914	0.252739
0.121200	0.365792	0.252776
0.121300	0.365669	0.252813
0.121400	0.365546	0.252849
0.121500	0.365424	0.252886
0.121600	0.365301	0.252922
0.121700	0.365178	0.252959
0.121800	0.365055	0.252995
0.121900	0.364933	0.253032
0.122000	0.364810	0.253068
0.122100	0.364687	0.253105
0.122200	0.364564	0.253141
0.122300	0.364441	0.253178
0.122400	0.364318	0.253214
0.122500	0.364195	0.253251
0.122600	0.364073	0.253287
0.122700	0.363950	0.253323
0.122800	0.363827	0.253360
0.122900	0.363704	0.253396
0.123000	0.363581	0.253432
0.123100	0.363458	0.253469
0.123200	0.363335	0.253505
0.123300	0.363212	0.253542
0.123400	0.363089	0.253578
0.123500	0.362966	0.253614
0.123600	0.362843	0.253650
0.123700	0.362719	0.253687
0.123800	0.362596	0.253723
0.123900	0.362473	0.253759
0.124000	0.362350	0.253795
0.124100	0.362227	0.253832
0.124200	0.362104	0.253868
0.124300	0.361981	0.253904
0.124400	0.361857	0.253940
0.124500	0.361734	0.253976
0.124600	0.361611	0.254013
0.124700	0.361488	0.254049
0.124800	0.361364	0.254085
0.124900	0.361241	0.254121
0.125000	0.361118	0.254157
0.125100	0.360994	0.254193
0.125200	0.360871	0.254229
0.125300	0.360748	0.254265
0.125400	0.360624	0.254302
0.125500	0.360501	0.254338
0.125600	0.360377	0.254374
0.125700	0.360254	0.254410
0.125800	0.360131	0.254446
0.125900	0.360007	0.254482
0.126000	0.359884	0.254518
0.126100	0.359760	0.254554
0.126200	0.359637	0.254590
0.126300	0.359513	0.254626
0.126400	0.359389	0.254662
0.126500	0.359266	0.254697
0.126600	0.359142	0.254733
0.126700	0.359019	0.254769
0.126800	0.358895	0.254805
0.126900	0.358771	0.254841
0.127000	0.358648	0.254877
0.127100	0.358524	0.254913
0.127200	0.358400	0.254949
0.127300	0.358277	0.254984
0.127400	0.358153	0.255020
0.127500	0.358029	0.255056
0.127600	0.357905	0.255092
0.127700	0.357782	0.255128
0.127800	0.357658	0.255163
0.127900	0.357534	0.255199
0.128000	0.357410	0.255235
0.128100	0.357286	0.255271
0.128200	0.357163	0.255306
0.128300	0.357039	0.255342
0.128400	0.356915	0.255378
0.128500	0.356791	0.255414
0.128600	0.356667	0.255449
0.128700	0.356543	0.255485
0.128800	0.356419	0.255521
0.128900	0.356295	0.255556
0.129000	0.356171	0.255592
0.129100	0.356047	0.255627
0.129200	0.355923	0.255663
0.129300	0.355799	0.255699
0.129400	0.355675	0.255734
0.129500	0.355551	0.255770
0.129600	0.355427	0.255805
0.129700	0.355303	0.255841
0.129800	0.355178	0.255876
0.129900	0.355054	0.255912
0.130000	0.354930	0.255947
0.130100	0.354806	0.255983
0.130200	0.354682	0.256018
0.130300	0.354557	0.256054
0.130400	0.354433	0.256089
0.130500	0.354309	0.256125
0.130600	0.354185	0.256160
0.130700	0.354060	0.256195
0.130800	0.353936	0.256231
0.130900	0.353812	0.256266
0.131000	0.353687	0.256302
0.131100	0.353563	0.256337
0.131200	0.353439	0.256372
0.131300	0.353314	0.256408
0.131400	0.353190	0.256443
0.131500	0.353066	0.256478
0.131600	0.352941	0.256514
0.131700	0.352817	0.256549
0.131800	0.352692	0.256584
0.131900	0.352568	0.256619
0.132000	0.352443	0.256655
0.132100	0.352319	0.256690
0.132200	0.352194	0.256725
0.132300	0.352070	0.256760
0.132400	0.351945	0.256796
0.132500	0.351820	0.256831
0.132600	0.351696	0.256866
0.132700	0.351571	0.256901
0.132800	0.351447	0.256936
0.132900	0.351322	0.256971
0.133000	0.351197	0.257007
0.133100	0.351073	0.257042
0.133200	0.350948	0.257077
0.133300	0.350823	0.257112
0.133400	0.350698	0.257147
0.133500	0.350574	0.257182
0.133600	0.350449	0.257217
0.133700	0.350324	0.257252
0.133800	0.350199	0.257287
0.133900	0.350074	0.257322
0.134000	0.349950	0.257357
0.134100	0.349825	0.257392
0.134200	0.349700	0.257427
0.134300	0.349575	0.257462
0.134400	0.349450	0.257497
0.134500	0.349325	0.257532
0.134600	0.349200	0.257567
0.134700	0.349075	0.257602
0.134800	0.348950	0.257637
0.134900	0.348825	0.257672
0.135000	0.348700	0.257706
0.135100	0.348575	0.257741
0.135200	0.348450	0.257776
0.135300	0.348325	0.257811
0.135400	0.348200	0.257846
0.135500	0.348075	0.257881
0.135600	0.347950	0.257915
0.135700	0.347825	0.257950
0.135800	0.347700	0.257985
0.135900	0.347575	0.258020
0.136000	0.347449	0.258054
0.136100	0.347324	0.258089
0.136200	0.347199	0.258124
0.136300	0.347074	0.258159
0.136400	0.346949	0.258193
0.136500	0.346823	0.258228
0.136600	0.346698	0.258263
0.136700	0.346573	0.258297
0.136800	0.346447	0.258332
0.136900	0.346322	0.258367
0.137000	0.346197	0.258401
0.137100	0.346071	0.258436
0.137200	0.345946	0.258471
0.137300	0.345821	0.258505
0.137400	0.345695	0.258540
0.137500	0.345570	0.258574
0.137600	0.345445	0.258609
0.137700	0.345319	0.258643
0.137800	0.345194	0.258678
0.137900	0.345068	0.258712
0.138000	0.344943	0.258747
0.138100	0.344817	0.258781
0.138200	0.344692	0.258816
0.138300	0.344566	0.258850
0.138400	0.344440	0.258885
0.138500	0.344315	0.258919
0.138600	0.344189	0.258954
0.138700	0.344064	0.258988
0.138800	0.343938	0.259022
0.138900	0.343812	0.259057
0.139000	0.343687	0.259091
0.139100	0.343561	0.259126
0.139200	0.343435	0.259160
0.139300	0.343310	0.259194
0.139400	0.343184	0.259229
0.139500	0.343058	0.259263
0.139600	0.342932	0.259297
0.139700	0.342807	0.259331
0.139800	0.342681	0.259366
0.139900	0.342555	0.259400
0.140000	0.342429	0.259434
0.140100	0.342303	0.259468
0.140200	0.342178	0.259503
0.140300	0.342052	0.259537
0.140400	0.341926	0.259571
0.140500	0.341800	0.259605
0.140600	0.341674	0.259639
0.140700	0.341548	0.259674
0.140800	0.341422	0.259708
0.140900	0.341296	0.259742
0.141000	0.341170	0.259776
0.141100	0.341044	0.259810
0.141200	0.340918	0.259844
0.141300	0.340792	0.259878
0.141400	0.340666	0.259912
0.141500	0.340540	0.259946
0.141600	0.340414	0.259981
0.141700	0.340288	0.260015
0.141800	0.340162	0.260049
0.141900	0.340036	0.260083
0.142000	0.339909	0.260117
0.142100	0.339783	0.260151
0.142200	0.339657	0.260185
0.142300	0.339531	0.260219
0.142400	0.339405	0.260252
0.142500	0.339278	0.260286
0.142600	0.339152	0.260320
0.142700	0.339026	0.260354
0.142800	0.338900	0.260388
0.142900	0.338773	0.260422
0.143000	0.338647	0.260456
0.143100	0.338521	0.260490
0.143200	0.338394	0.260524
0.143300	0.338268	0.260557
0.143400	0.338142	0.260591
0.143500	0.338015	0.260625
0.143600	0.337889	0.260659
0.143700	0.337763	0.260693
0.143800	0.337636	0.260726
0.143900	0.337510	0.260760
0.144000	0.337383	0.260794
0.144100	0.337257	0.260828
0.144200	0.337130	0.260861
0.144300	0.337004	0.260895
0.144400	0.336877	0.260929
0.144500	0.336751	0.260962
0.144600	0.336624	0.260996
0.144700	0.336497	0.261030
0.144800	0.336371	0.261063
0.144900	0.336244	0.261097
0.145000	0.336118	0.261131
0.145100	0.335991	0.261164
0.145200	0.335864	0.261198
0.145300	0.335738	0.261231
0.145400	0.335611	0.261265
0.145500	0.335484	0.261299
0.145600	0.335358	0.261332
0.145700	0.335231	0.261366
0.145800	0.335104	0.261399
0.145900	0.334977	0.261433
0.146000	0.334850	0.261466
0.146100	0.334724	0.261500
0.146200	0.334597	0.261533
0.146300	0.334470	0.261567
0.146400	0.334343	0.261600
0.146500	0.334216	0.261633
0.146600	0.334089	0.261667
0.146700	0.333963	0.261700
0.146800	0.333836	0.261734
0.146900	0.333709	0.261767
0.147000	0.333582	0.261800
0.147100	0.333455	0.261834
0.147200	0.333328	0.261867
0.147300	0.333201	0.261900
0.147400	0.333074	0.261934
0.147500	0.332947	0.261967
0.147600	0.332820	0.262000
0.147700	0.332693	0.262034
0.147800	0.332566	0.262067
0.147900	0.332439	0.262100
0.148000	0.332311	0.262133
0.148100	0.332184	0.262167
0.148200	0.332057	0.262200
0.148300	0.331930	0.262233
0.148400	0.331803	0.262266
0.148500	0.331676	0.262299
0.148600	0.331549	0.262332
0.148700	0.331421	0.262366
0.148800	0.331294	0.262399
0.148900	0.331167	0.262432
0.149000	0.331040	0.262465
0.149100	0.330912	0.262498
0.149200	0.330785	0.262531
0.149300	0.330658	0.262564
0.149400	0.330530	0.262597
0.149500	0.330403	0.262630
0.149600	0.330276	0.262663
0.149700	0.330148	0.262696
0.149800	0.330021	0.262729
0.149900	0.329894	0.262762
0.150000	0.329766	0.262795
0.150100	0.329639	0.262828
0.150200	0.329511	0.262861
0.150300	0.329384	0.262894
0.150400	0.329256	0.262927
0.150500	0.329129	0.262960
0.150600	0.329001	0.262993
0.150700	0.328874	0.263026
0.150800	0.328746	0.263059
0.150900	0.328619	0.263092
0.151000	0.328491	0.263125
0.151100	0.328364	0.263157
0.151200	0.328236	0.263190
0.151300	0.328108	0.263223
0.151400	0.327981	0.263256
0.151500	0.327853	0.263289
0.151600	0.327725	0.263321
0.151700	0.327598	0.263354
0.151800	0.327470	0.263387
0.151900	0.327342	0.263420
0.152000	0.327215	0.263452
0.152100	0.327087	0.263485
0.152200	0.326959	0.263518
0.152300	0.326831	0.263550
0.152400	0.326704	0.263583
0.152500	0.326576	0.263616
0.152600	0.326448	0.263648
0.152700	0.326320	0.263681
0.152800	0.326192	0.263714
0.152900	0.326064	0.263746
0.153000	0.325936	0.263779
0.153100	0.325809	0.263812
0.153200	0.325681	0.263844
0.153300	0.325553	0.263877
0.153400	0.325425	0.263909
0.153500	0.325297	0.263942
0.153600	0.325169	0.263974
0.153700	0.325041	0.264007
0.153800	0.324913	0.264039
0.153900	0.324785	0.264072
0.154000	0.324657	0.264104
0.154100	0.324529	0.264137
0.154200	0.324401	0.264169
0.154300	0.324273	0.264202
0.154400	0.324145	0.264234
0.154500	0.324016	0.264266
0.154600	0.323888	0.264299
0.154700	0.323760	0.264331
0.154800	0.323632	0.264364
0.154900	0.323504	0.264396
0.155000	0.323376	0.264428
0.155100	0.323247	0.264461
0.155200	0.323119	0.264493
0.155300	0.322991	0.264525
0.155400	0.322863	0.264557
0.155500	0.322734	0.264590
0.155600	0.322606	0.264622
0.155700	0.322478	0.264654
0.155800	0.322350	0.264687
0.155900	0.322221	0.264719
0.156000	0.322093	0.264751
0.156100	0.321965	0.264783
0.156200	0.321836	0.264815
0.156300	0.321708	0.264848
0.156400	0.321579	0.264880
0.156500	0.321451	0.264912
0.156600	0.321323	0.264944
0.156700	0.321194	0.264976
0.156800	0.321066	0.265008
0.156900	0.320937	0.265040
0.157000	0.320809	0.265072
0.157100	0.320680	0.265105
0.157200	0.320552	0.265137
0.157300	0.320423	0.265169
0.157400	0.320295	0.265201
0.157500	0.320166	0.265233
0.157600	0.320037	0.265265
0.157700	0.319909	0.265297
0.157800	0.319780	0.265329
0.157900	0.319652	0.265361
0.158000	0.319523	0.265393
0.158100	0.319394	0.265425
0.158200	0.319266	0.265456
0.158300	0.319137	0.265488
0.158400	0.319008	0.265520
0.158500	0.318879	0.265552
0.158600	0.318751	0.265584
0.158700	0.318622	0.265616
0.158800	0.318493	0.265648
0.158900	0.318364	0.265680
0.159000	0.318236	0.265711
0.159100	0.318107	0.265743
0.159200	0.317978	0.265775
0.159300	0.317849	0.265807
0.159400	0.317720	0.265839
0.159500	0.317591	0.265870
0.159600	0.317463	0.265902
0.159700	0.317334	0.265934
0.159800	0.317205	0.265966
0.159900	0.317076	0.265997
0.160000	0.316947	0.266029
0.160100	0.316818	0.266061
0.160200	0.316689	0.266092
0.160300	0.316560	0.266124
0.160400	0.316431	0.266156
0.160500	0.316302	0.266187
0.160600	0.316173	0.266219
